date,tournament,team,opponent,goals,is_home,total_weight
2022-01-01,AFF Championship,Thailand,Indonesia,2,FALSE,0.2143562208991877
2022-01-01,AFF Championship,Indonesia,Thailand,2,FALSE,0.2143562208991877
2022-01-02,Friendly,Gabon,Burkina Faso,0,FALSE,0.10727992618402714
2022-01-02,Friendly,Sudan,Zimbabwe,0,FALSE,0.10727992618402714
2022-01-02,Friendly,Burkina Faso,Gabon,3,FALSE,0.10727992618402714
2022-01-02,Friendly,Zimbabwe,Sudan,0,FALSE,0.10727992618402714
2022-01-03,Friendly,Rwanda,Guinea,3,TRUE,0.10738183864011128
2022-01-03,Friendly,Guinea,Rwanda,0,FALSE,0.10738183864011128
2022-01-04,Friendly,Mauritania,Gabon,1,FALSE,0.1074838479097287
2022-01-04,Friendly,Gabon,Mauritania,1,FALSE,0.1074838479097287
2022-01-05,Friendly,Algeria,Ghana,3,FALSE,0.10758595408484915
2022-01-05,Friendly,Ghana,Algeria,0,FALSE,0.10758595408484915
2022-01-06,Friendly,Rwanda,Guinea,0,TRUE,0.1076881572575297
2022-01-06,Friendly,Guinea,Rwanda,2,FALSE,0.1076881572575297
2022-01-09,African Cup of Nations,Cameroon,Burkina Faso,2,TRUE,0.6479720980968907
2022-01-09,African Cup of Nations,Ethiopia,Cape Verde,0,FALSE,0.6479720980968907
2022-01-09,African Cup of Nations,Burkina Faso,Cameroon,1,FALSE,0.6479720980968907
2022-01-09,African Cup of Nations,Cape Verde,Ethiopia,1,FALSE,0.6479720980968907
2022-01-10,African Cup of Nations,Senegal,Zimbabwe,1,FALSE,0.6485876506083434
2022-01-10,African Cup of Nations,Guinea,Malawi,1,FALSE,0.6485876506083434
2022-01-10,African Cup of Nations,Morocco,Ghana,1,FALSE,0.6485876506083434
2022-01-10,African Cup of Nations,Comoros,Gabon,0,FALSE,0.6485876506083434
2022-01-10,African Cup of Nations,Zimbabwe,Senegal,0,FALSE,0.6485876506083434
2022-01-10,African Cup of Nations,Malawi,Guinea,0,FALSE,0.6485876506083434
2022-01-10,African Cup of Nations,Ghana,Morocco,0,FALSE,0.6485876506083434
2022-01-10,African Cup of Nations,Gabon,Comoros,1,FALSE,0.6485876506083434
2022-01-11,African Cup of Nations,Nigeria,Egypt,1,FALSE,0.6492037878747503
2022-01-11,African Cup of Nations,Sudan,Guinea-Bissau,0,FALSE,0.6492037878747503
2022-01-11,African Cup of Nations,Algeria,Sierra Leone,0,FALSE,0.6492037878747503
2022-01-11,African Cup of Nations,Egypt,Nigeria,0,FALSE,0.6492037878747503
2022-01-11,African Cup of Nations,Guinea-Bissau,Sudan,0,FALSE,0.6492037878747503
2022-01-11,African Cup of Nations,Sierra Leone,Algeria,0,FALSE,0.6492037878747503
2022-01-12,Friendly,Iceland,Uganda,1,FALSE,0.10830341840860153
2022-01-12,African Cup of Nations,Equatorial Guinea,Ivory Coast,0,FALSE,0.6498205104516092
2022-01-12,African Cup of Nations,Tunisia,Mali,0,FALSE,0.6498205104516092
2022-01-12,African Cup of Nations,Mauritania,Gambia,0,FALSE,0.6498205104516092
2022-01-12,Friendly,Uganda,Iceland,1,FALSE,0.10830341840860153
2022-01-12,African Cup of Nations,Ivory Coast,Equatorial Guinea,1,FALSE,0.6498205104516092
2022-01-12,African Cup of Nations,Mali,Tunisia,1,FALSE,0.6498205104516092
2022-01-12,African Cup of Nations,Gambia,Mauritania,1,FALSE,0.6498205104516092
2022-01-13,African Cup of Nations,Cameroon,Ethiopia,4,TRUE,0.6504378188949462
2022-01-13,African Cup of Nations,Cape Verde,Burkina Faso,0,FALSE,0.6504378188949462
2022-01-13,African Cup of Nations,Ethiopia,Cameroon,1,FALSE,0.6504378188949462
2022-01-13,African Cup of Nations,Burkina Faso,Cape Verde,1,FALSE,0.6504378188949462
2022-01-14,African Cup of Nations,Senegal,Guinea,0,FALSE,0.6510557137613155
2022-01-14,African Cup of Nations,Malawi,Zimbabwe,2,FALSE,0.6510557137613155
2022-01-14,African Cup of Nations,Morocco,Comoros,2,FALSE,0.6510557137613155
2022-01-14,African Cup of Nations,Gabon,Ghana,1,FALSE,0.6510557137613155
2022-01-14,African Cup of Nations,Guinea,Senegal,0,FALSE,0.6510557137613155
2022-01-14,African Cup of Nations,Zimbabwe,Malawi,1,FALSE,0.6510557137613155
2022-01-14,African Cup of Nations,Comoros,Morocco,0,FALSE,0.6510557137613155
2022-01-14,African Cup of Nations,Ghana,Gabon,1,FALSE,0.6510557137613155
2022-01-15,Friendly,South Korea,Iceland,5,FALSE,0.10861236593463336
2022-01-15,African Cup of Nations,Nigeria,Sudan,3,FALSE,0.6516741956078002
2022-01-15,African Cup of Nations,Guinea-Bissau,Egypt,0,FALSE,0.6516741956078002
2022-01-15,Friendly,Iceland,South Korea,1,FALSE,0.10861236593463336
2022-01-15,African Cup of Nations,Sudan,Nigeria,1,FALSE,0.6516741956078002
2022-01-15,African Cup of Nations,Egypt,Guinea-Bissau,1,FALSE,0.6516741956078002
2022-01-16,Friendly,Colombia,Honduras,2,FALSE,0.10871554416533534
2022-01-16,Friendly,Peru,Panama,1,TRUE,0.10871554416533534
2022-01-16,African Cup of Nations,Ivory Coast,Sierra Leone,2,FALSE,0.652293264992012
2022-01-16,African Cup of Nations,Algeria,Equatorial Guinea,0,FALSE,0.652293264992012
2022-01-16,African Cup of Nations,Gambia,Mali,1,FALSE,0.652293264992012
2022-01-16,African Cup of Nations,Tunisia,Mauritania,4,FALSE,0.652293264992012
2022-01-16,Friendly,Honduras,Colombia,1,FALSE,0.10871554416533534
2022-01-16,Friendly,Panama,Peru,1,FALSE,0.10871554416533534
2022-01-16,African Cup of Nations,Sierra Leone,Ivory Coast,2,FALSE,0.652293264992012
2022-01-16,African Cup of Nations,Equatorial Guinea,Algeria,1,FALSE,0.652293264992012
2022-01-16,African Cup of Nations,Mali,Gambia,1,FALSE,0.652293264992012
2022-01-16,African Cup of Nations,Mauritania,Tunisia,0,FALSE,0.652293264992012
2022-01-17,African Cup of Nations,Burkina Faso,Ethiopia,1,FALSE,0.6529129224720931
2022-01-17,African Cup of Nations,Cameroon,Cape Verde,1,TRUE,0.6529129224720931
2022-01-17,African Cup of Nations,Ethiopia,Burkina Faso,1,FALSE,0.6529129224720931
2022-01-17,African Cup of Nations,Cape Verde,Cameroon,1,FALSE,0.6529129224720931
2022-01-18,Friendly,Moldova,Uganda,2,FALSE,0.10892219476778589
2022-01-18,African Cup of Nations,Malawi,Senegal,0,FALSE,0.6535331686067154
2022-01-18,African Cup of Nations,Zimbabwe,Guinea,2,FALSE,0.6535331686067154
2022-01-18,African Cup of Nations,Gabon,Morocco,2,FALSE,0.6535331686067154
2022-01-18,African Cup of Nations,Ghana,Comoros,2,FALSE,0.6535331686067154
2022-01-18,Friendly,Uganda,Moldova,3,FALSE,0.10892219476778589
2022-01-18,African Cup of Nations,Senegal,Malawi,0,FALSE,0.6535331686067154
2022-01-18,African Cup of Nations,Guinea,Zimbabwe,1,FALSE,0.6535331686067154
2022-01-18,African Cup of Nations,Morocco,Gabon,2,FALSE,0.6535331686067154
2022-01-18,African Cup of Nations,Comoros,Ghana,3,FALSE,0.6535331686067154
2022-01-19,African Cup of Nations,Egypt,Sudan,1,FALSE,0.6541540039550815
2022-01-19,African Cup of Nations,Guinea-Bissau,Nigeria,0,FALSE,0.6541540039550815
2022-01-19,African Cup of Nations,Sudan,Egypt,0,FALSE,0.6541540039550815
2022-01-19,African Cup of Nations,Nigeria,Guinea-Bissau,2,FALSE,0.6541540039550815
2022-01-20,Friendly,South Korea,Moldova,4,FALSE,0.10912923817948761
2022-01-20,Friendly,Peru,Jamaica,3,TRUE,0.10912923817948761
2022-01-20,African Cup of Nations,Ivory Coast,Algeria,3,FALSE,0.6547754290769257
2022-01-20,African Cup of Nations,Sierra Leone,Equatorial Guinea,0,FALSE,0.6547754290769257
2022-01-20,African Cup of Nations,Gambia,Tunisia,1,FALSE,0.6547754290769257
2022-01-20,African Cup of Nations,Mali,Mauritania,2,FALSE,0.6547754290769257
2022-01-20,Friendly,Moldova,South Korea,0,FALSE,0.10912923817948761
2022-01-20,Friendly,Jamaica,Peru,0,FALSE,0.10912923817948761
2022-01-20,African Cup of Nations,Algeria,Ivory Coast,1,FALSE,0.6547754290769257
2022-01-20,African Cup of Nations,Equatorial Guinea,Sierra Leone,1,FALSE,0.6547754290769257
2022-01-20,African Cup of Nations,Tunisia,Gambia,0,FALSE,0.6547754290769257
2022-01-20,African Cup of Nations,Mauritania,Mali,0,FALSE,0.6547754290769257
2022-01-21,Friendly,Bolivia,Trinidad and Tobago,5,TRUE,0.10923290742208557
2022-01-21,Friendly,Iraq,Uganda,1,TRUE,0.10923290742208557
2022-01-21,Friendly,Trinidad and Tobago,Bolivia,0,FALSE,0.10923290742208557
2022-01-21,Friendly,Uganda,Iraq,0,FALSE,0.10923290742208557
2022-01-23,African Cup of Nations,Burkina Faso,Gabon,1,FALSE,0.6566432486886443
2022-01-23,African Cup of Nations,Nigeria,Tunisia,0,FALSE,0.6566432486886443
2022-01-23,African Cup of Nations,Gabon,Burkina Faso,1,FALSE,0.6566432486886443
2022-01-23,African Cup of Nations,Tunisia,Nigeria,1,FALSE,0.6566432486886443
2022-01-24,African Cup of Nations,Cameroon,Comoros,2,TRUE,0.657267038512382
2022-01-24,African Cup of Nations,Guinea,Gambia,0,FALSE,0.657267038512382
2022-01-24,African Cup of Nations,Comoros,Cameroon,1,FALSE,0.657267038512382
2022-01-24,African Cup of Nations,Gambia,Guinea,1,FALSE,0.657267038512382
2022-01-25,African Cup of Nations,Morocco,Malawi,2,FALSE,0.6578914209162536
2022-01-25,African Cup of Nations,Senegal,Cape Verde,2,FALSE,0.6578914209162536
2022-01-25,African Cup of Nations,Malawi,Morocco,1,FALSE,0.6578914209162536
2022-01-25,African Cup of Nations,Cape Verde,Senegal,0,FALSE,0.6578914209162536
2022-01-26,African Cup of Nations,Ivory Coast,Egypt,0,FALSE,0.6585163964631909
2022-01-26,African Cup of Nations,Mali,Equatorial Guinea,0,FALSE,0.6585163964631909
2022-01-26,African Cup of Nations,Egypt,Ivory Coast,0,FALSE,0.6585163964631909
2022-01-26,African Cup of Nations,Equatorial Guinea,Mali,0,FALSE,0.6585163964631909
2022-01-27,Friendly,Bahrain,Uganda,3,TRUE,0.10985699428611012
2022-01-27,Friendly,Indonesia,Timor-Leste,4,TRUE,0.10985699428611012
2022-01-27,Friendly,Uzbekistan,South Sudan,3,FALSE,0.10985699428611012
2022-01-27,FIFA World Cup qualification,Jamaica,Mexico,1,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,United States,El Salvador,1,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Honduras,Canada,0,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Costa Rica,Panama,1,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Lebanon,South Korea,0,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Iran,Iraq,1,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,United Arab Emirates,Syria,2,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Japan,China PR,2,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Australia,Vietnam,4,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Saudi Arabia,Oman,1,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Ecuador,Brazil,1,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Paraguay,Uruguay,0,TRUE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Chile,Argentina,1,TRUE,0.5492849714305506
2022-01-27,Friendly,Uganda,Bahrain,1,FALSE,0.10985699428611012
2022-01-27,Friendly,Timor-Leste,Indonesia,1,FALSE,0.10985699428611012
2022-01-27,Friendly,South Sudan,Uzbekistan,0,FALSE,0.10985699428611012
2022-01-27,FIFA World Cup qualification,Mexico,Jamaica,2,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,El Salvador,United States,0,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Canada,Honduras,2,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Panama,Costa Rica,0,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,South Korea,Lebanon,1,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Iraq,Iran,0,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Syria,United Arab Emirates,0,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,China PR,Japan,0,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Vietnam,Australia,0,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Oman,Saudi Arabia,0,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Brazil,Ecuador,1,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Uruguay,Paraguay,1,FALSE,0.5492849714305506
2022-01-27,FIFA World Cup qualification,Argentina,Chile,2,FALSE,0.5492849714305506
2022-01-28,Friendly,Jordan,New Zealand,3,FALSE,0.10996135487344418
2022-01-28,Friendly,Suriname,Barbados,1,TRUE,0.10996135487344418
2022-01-28,FIFA World Cup qualification,Colombia,Peru,0,TRUE,0.5498067743672209
2022-01-28,FIFA World Cup qualification,Venezuela,Bolivia,4,TRUE,0.5498067743672209
2022-01-28,Friendly,New Zealand,Jordan,1,FALSE,0.10996135487344418
2022-01-28,Friendly,Barbados,Suriname,0,FALSE,0.10996135487344418
2022-01-28,FIFA World Cup qualification,Peru,Colombia,1,FALSE,0.5498067743672209
2022-01-28,FIFA World Cup qualification,Bolivia,Venezuela,1,FALSE,0.5498067743672209
2022-01-29,Friendly,Kuwait,Libya,2,TRUE,0.11006581459995693
2022-01-29,Friendly,Nepal,Mauritius,1,TRUE,0.11006581459995693
2022-01-29,Friendly,Nicaragua,Belize,4,TRUE,0.11006581459995693
2022-01-29,African Cup of Nations,Burkina Faso,Tunisia,1,FALSE,0.6603948875997416
2022-01-29,African Cup of Nations,Cameroon,Gambia,2,TRUE,0.6603948875997416
2022-01-29,Friendly,Libya,Kuwait,0,FALSE,0.11006581459995693
2022-01-29,Friendly,Mauritius,Nepal,0,FALSE,0.11006581459995693
2022-01-29,Friendly,Belize,Nicaragua,0,FALSE,0.11006581459995693
2022-01-29,African Cup of Nations,Tunisia,Burkina Faso,0,FALSE,0.6603948875997416
2022-01-29,African Cup of Nations,Gambia,Cameroon,0,FALSE,0.6603948875997416
2022-01-30,Friendly,Indonesia,Timor-Leste,3,TRUE,0.11017037355982741
2022-01-30,African Cup of Nations,Egypt,Morocco,2,FALSE,0.6610222413589645
2022-01-30,African Cup of Nations,Senegal,Equatorial Guinea,3,FALSE,0.6610222413589645
2022-01-30,FIFA World Cup qualification,Canada,United States,2,TRUE,0.5508518677991371
2022-01-30,FIFA World Cup qualification,Mexico,Costa Rica,0,TRUE,0.5508518677991371
2022-01-30,FIFA World Cup qualification,Panama,Jamaica,3,TRUE,0.5508518677991371
2022-01-30,FIFA World Cup qualification,Honduras,El Salvador,0,TRUE,0.5508518677991371
2022-01-30,Friendly,Timor-Leste,Indonesia,0,FALSE,0.11017037355982741
2022-01-30,African Cup of Nations,Morocco,Egypt,1,FALSE,0.6610222413589645
2022-01-30,African Cup of Nations,Equatorial Guinea,Senegal,1,FALSE,0.6610222413589645
2022-01-30,FIFA World Cup qualification,United States,Canada,0,FALSE,0.5508518677991371
2022-01-30,FIFA World Cup qualification,Costa Rica,Mexico,0,FALSE,0.5508518677991371
2022-01-30,FIFA World Cup qualification,Jamaica,Panama,2,FALSE,0.5508518677991371
2022-01-30,FIFA World Cup qualification,El Salvador,Honduras,2,FALSE,0.5508518677991371
2022-02-01,Friendly,Bahrain,DR Congo,1,TRUE,0.11037978955680496
2022-02-01,Friendly,Kuwait,Libya,0,TRUE,0.11037978955680496
2022-02-01,Friendly,Nepal,Mauritius,1,TRUE,0.11037978955680496
2022-02-01,Friendly,Nicaragua,Belize,1,TRUE,0.11037978955680496
2022-02-01,Friendly,Suriname,Guyana,2,TRUE,0.11037978955680496
2022-02-01,FIFA World Cup qualification,Lebanon,Iraq,1,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Iran,United Arab Emirates,1,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Syria,South Korea,0,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Vietnam,China PR,3,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Japan,Saudi Arabia,2,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Oman,Australia,2,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Bolivia,Chile,2,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Uruguay,Venezuela,4,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Argentina,Colombia,1,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Peru,Ecuador,1,TRUE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Brazil,Paraguay,4,TRUE,0.5518989477840248
2022-02-01,Friendly,DR Congo,Bahrain,0,FALSE,0.11037978955680496
2022-02-01,Friendly,Libya,Kuwait,2,FALSE,0.11037978955680496
2022-02-01,Friendly,Mauritius,Nepal,0,FALSE,0.11037978955680496
2022-02-01,Friendly,Belize,Nicaragua,1,FALSE,0.11037978955680496
2022-02-01,Friendly,Guyana,Suriname,1,FALSE,0.11037978955680496
2022-02-01,FIFA World Cup qualification,Iraq,Lebanon,1,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,United Arab Emirates,Iran,0,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,South Korea,Syria,2,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,China PR,Vietnam,1,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Saudi Arabia,Japan,0,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Australia,Oman,2,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Chile,Bolivia,3,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Venezuela,Uruguay,1,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Colombia,Argentina,0,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Ecuador,Peru,1,FALSE,0.5518989477840248
2022-02-01,FIFA World Cup qualification,Paraguay,Brazil,0,FALSE,0.5518989477840248
2022-02-02,African Cup of Nations,Burkina Faso,Senegal,1,FALSE,0.6629078806963064
2022-02-02,FIFA World Cup qualification,United States,Honduras,3,TRUE,0.5524232339135886
2022-02-02,FIFA World Cup qualification,Jamaica,Costa Rica,0,TRUE,0.5524232339135886
2022-02-02,FIFA World Cup qualification,El Salvador,Canada,0,TRUE,0.5524232339135886
2022-02-02,FIFA World Cup qualification,Mexico,Panama,1,TRUE,0.5524232339135886
2022-02-02,African Cup of Nations,Senegal,Burkina Faso,3,FALSE,0.6629078806963064
2022-02-02,FIFA World Cup qualification,Honduras,United States,0,FALSE,0.5524232339135886
2022-02-02,FIFA World Cup qualification,Costa Rica,Jamaica,1,FALSE,0.5524232339135886
2022-02-02,FIFA World Cup qualification,Canada,El Salvador,2,FALSE,0.5524232339135886
2022-02-02,FIFA World Cup qualification,Panama,Mexico,0,FALSE,0.5524232339135886
2022-02-03,African Cup of Nations,Cameroon,Egypt,0,TRUE,0.6635376217175987
2022-02-03,African Cup of Nations,Egypt,Cameroon,0,FALSE,0.6635376217175987
2022-02-05,African Cup of Nations,Cameroon,Burkina Faso,3,TRUE,0.6647988990292224
2022-02-05,African Cup of Nations,Burkina Faso,Cameroon,3,FALSE,0.6647988990292224
2022-02-06,African Cup of Nations,Senegal,Egypt,0,FALSE,0.6654304364566986
2022-02-06,African Cup of Nations,Egypt,Senegal,0,FALSE,0.6654304364566986
2022-03-17,FIFA World Cup qualification,Cook Islands,Solomon Islands,0,FALSE,0.5754450250641279
2022-03-17,FIFA World Cup qualification,Solomon Islands,Cook Islands,2,FALSE,0.5754450250641279
2022-03-18,FIFA World Cup qualification,Papua New Guinea,New Zealand,0,FALSE,0.5759916792046713
2022-03-18,FIFA World Cup qualification,New Caledonia,Fiji,1,FALSE,0.5759916792046713
2022-03-18,Friendly,Iraq,Zambia,3,TRUE,0.11519833584093425
2022-03-18,FIFA World Cup qualification,New Zealand,Papua New Guinea,1,FALSE,0.5759916792046713
2022-03-18,FIFA World Cup qualification,Fiji,New Caledonia,2,FALSE,0.5759916792046713
2022-03-18,Friendly,Zambia,Iraq,1,FALSE,0.11519833584093425
2022-03-19,Friendly,Mauritius,Seychelles,0,TRUE,0.11530777052978942
2022-03-19,Friendly,Seychelles,Mauritius,0,FALSE,0.11530777052978942
2022-03-21,FIFA World Cup qualification,Papua New Guinea,New Caledonia,1,FALSE,0.577634759422452
2022-03-21,FIFA World Cup qualification,New Zealand,Fiji,4,FALSE,0.577634759422452
2022-03-21,FIFA World Cup qualification,New Caledonia,Papua New Guinea,0,FALSE,0.577634759422452
2022-03-21,FIFA World Cup qualification,Fiji,New Zealand,0,FALSE,0.577634759422452
2022-03-23,Friendly,Bahrain,India,2,TRUE,0.11574654986736853
2022-03-23,Friendly,Gibraltar,Grenada,0,TRUE,0.11574654986736853
2022-03-23,Friendly,Guinea-Bissau,Equatorial Guinea,3,FALSE,0.11574654986736853
2022-03-23,Friendly,Guadeloupe,Cape Verde,0,FALSE,0.11574654986736853
2022-03-23,Friendly,Laos,Mongolia,1,TRUE,0.11574654986736853
2022-03-23,Friendly,Malaysia,Philippines,2,FALSE,0.11574654986736853
2022-03-23,Friendly,Mozambique,Niger,1,FALSE,0.11574654986736853
2022-03-23,Friendly,Tanzania,Central African Republic,3,TRUE,0.11574654986736853
2022-03-23,African Cup of Nations qualification,Chad,Gambia,0,FALSE,0.4629861994694741
2022-03-23,African Cup of Nations qualification,Djibouti,South Sudan,2,FALSE,0.4629861994694741
2022-03-23,African Cup of Nations qualification,Seychelles,Lesotho,0,FALSE,0.4629861994694741
2022-03-23,African Cup of Nations qualification,Somalia,Eswatini,0,FALSE,0.4629861994694741
2022-03-23,Friendly,India,Bahrain,1,FALSE,0.11574654986736853
2022-03-23,Friendly,Grenada,Gibraltar,0,FALSE,0.11574654986736853
2022-03-23,Friendly,Equatorial Guinea,Guinea-Bissau,0,FALSE,0.11574654986736853
2022-03-23,Friendly,Cape Verde,Guadeloupe,2,FALSE,0.11574654986736853
2022-03-23,Friendly,Mongolia,Laos,0,FALSE,0.11574654986736853
2022-03-23,Friendly,Philippines,Malaysia,0,FALSE,0.11574654986736853
2022-03-23,Friendly,Niger,Mozambique,1,FALSE,0.11574654986736853
2022-03-23,Friendly,Central African Republic,Tanzania,1,FALSE,0.11574654986736853
2022-03-23,African Cup of Nations qualification,Gambia,Chad,1,FALSE,0.4629861994694741
